City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Troitsko-Pechorsk,RU,2022-03-25 15:38:33,62.7084,56.1964,11.86,91,13,5.48
296,Harrogate,GB,2022-03-25 15:37:33,53.9908,-1.5373,66.7,33,0,4.61
297,Madang,PG,2022-03-25 15:38:34,-5.2246,145.7966,75.16,91,96,5.75
298,Mandiana,GN,2022-03-25 15:38:34,10.6333,-8.6833,99.28,28,62,1.52
299,San Patricio,US,2022-03-25 15:38:34,28.017,-97.5169,75.92,25,0,2.55
300,Dunedin,NZ,2022-03-25 15:38:35,-45.8742,170.5036,58.8,88,50,1.01
301,Igarka,RU,2022-03-25 15:38:36,67.4667,86.5833,19.42,87,100,17.36
302,Harstad,NO,2022-03-25 15:38:36,68.799,16.5293,32.31,99,100,11.01
303,Nouadhibou,MR,2022-03-25 15:38:36,20.931,-17.0347,73.38,49,76,13.8
304,Winfield,US,2022-03-25 15:38:37,37.2398,-96.9956,51.44,71,0,4.61
305,Vitim,RU,2022-03-25 15:38:37,59.4511,112.5578,4.59,98,98,1.23
306,Hofn,IS,2022-03-25 15:38:38,64.2539,-15.2082,33.82,69,100,5.75
307,Arlit,NE,2022-03-25 15:38:38,18.7369,7.3853,96.51,7,73,11.72
308,Verkhnevilyuysk,RU,2022-03-25 15:38:38,63.4453,120.3167,8.1,98,100,2.57
309,Otane,NZ,2022-03-25 15:38:39,-39.8833,176.6333,57.0,81,100,15.19
310,Aguada De Pasajeros,CU,2022-03-25 15:38:39,22.385,-80.8508,87.58,45,100,5.08
311,Leshukonskoye,RU,2022-03-25 15:38:40,64.8989,45.7622,21.6,79,100,7.61
312,Anadyr,RU,2022-03-25 15:38:40,64.75,177.4833,-1.7,84,40,8.95
313,Chichi,NG,2022-03-25 15:38:40,7.2721,8.9332,104.18,8,93,10.36
314,Coquimbo,CL,2022-03-25 15:38:41,-29.9533,-71.3436,60.53,82,75,10.36
315,La Paz,BO,2022-03-25 15:38:22,-16.5,-68.15,55.38,76,75,5.75
316,Tasiilaq,GL,2022-03-25 15:39:41,65.6145,-37.6368,21.36,79,100,10.76
317,Tiznit,MA,2022-03-25 15:39:42,29.5833,-9.5,59.4,59,58,11.65
318,Manaus,BR,2022-03-25 15:34:59,-3.1019,-60.025,82.89,78,75,6.91
319,Abnub,EG,2022-03-25 15:39:43,27.2696,31.1511,66.42,29,0,14.23
320,Ranong,TH,2022-03-25 15:39:43,9.9658,98.6348,79.45,85,6,1.48
321,Chifeng,CN,2022-03-25 15:39:44,42.2683,118.9636,37.9,34,89,3.02
322,Labuhan,ID,2022-03-25 15:39:44,-6.8844,112.2051,81.3,76,100,3.13
323,Pucallpa,PE,2022-03-25 15:39:44,-8.3791,-74.5539,84.24,65,75,6.91
324,Laredo,US,2022-03-25 15:39:15,27.5064,-99.5075,71.89,17,0,8.05
325,Oga,IT,2022-03-25 15:39:45,46.4631,10.347,54.28,79,60,1.99
326,Shiyan,CN,2022-03-25 15:39:45,32.6475,110.7781,52.23,59,100,3.51
327,Pirai Do Sul,BR,2022-03-25 15:39:46,-24.5261,-49.9486,71.89,90,98,7.23
328,Cotonou,BJ,2022-03-25 15:39:46,6.3654,2.4183,89.58,66,20,12.66
329,Maniitsoq,GL,2022-03-25 15:39:47,65.4167,-52.9,19.02,87,100,6.93
330,Codrington,AU,2022-03-25 15:39:47,-38.2667,141.9667,53.73,94,5,5.17
331,Acapulco,MX,2022-03-25 15:39:48,16.8634,-99.8901,78.62,38,100,4.61
332,Jumla,NP,2022-03-25 15:39:48,29.2747,82.1838,45.12,41,1,4.54
333,Khakhea,BW,2022-03-25 15:39:49,-24.6895,23.494,71.71,65,96,8.34
334,Wetter,DE,2022-03-25 15:39:49,50.9,8.7167,62.53,46,3,7.49
335,Bambous Virieux,MU,2022-03-25 15:39:49,-20.3428,57.7575,80.85,83,40,3.44
336,Termiz,UZ,2022-03-25 15:39:50,37.2242,67.2783,68.09,30,0,4.61
337,Chuy,UY,2022-03-25 15:39:50,-33.6971,-53.4616,64.49,55,86,18.81
338,Simpang Empat,MY,2022-03-25 15:39:06,4.95,100.6333,77.11,93,86,3.2
339,Raudeberg,NO,2022-03-25 15:39:51,61.9875,5.1352,43.47,95,100,10.74
340,Encheng,CN,2022-03-25 15:39:51,22.1839,112.3026,74.97,83,85,6.76
341,Wukari,NG,2022-03-25 15:39:52,7.85,9.7833,104.99,8,67,8.5
342,Port Hawkesbury,CA,2022-03-25 15:39:52,45.6169,-61.3485,33.82,98,100,28.77
343,Velika Gorica,HR,2022-03-25 15:39:53,45.7125,16.0756,68.5,19,0,2.3
344,Naze,JP,2022-03-25 15:39:53,28.3667,129.4833,67.12,88,100,25.48
345,Bereznik,RU,2022-03-25 15:39:54,62.8551,42.7072,23.23,79,100,8.43
346,Natal,BR,2022-03-25 15:35:39,-5.795,-35.2094,84.42,84,40,13.8
347,Kurchum,KZ,2022-03-25 15:39:54,48.5722,83.6542,17.11,88,42,6.69
348,Victor Harbor,AU,2022-03-25 15:39:55,-35.5667,138.6167,62.01,85,0,9.51
349,Lucea,JM,2022-03-25 15:37:55,18.451,-78.1736,82.26,62,79,4.0
350,Workington,GB,2022-03-25 15:35:44,54.6425,-3.5441,51.4,75,7,4.18
351,Flinders,AU,2022-03-25 15:39:56,-34.5833,150.8552,64.18,91,99,7.0
352,Selenginsk,RU,2022-03-25 15:39:56,52.0064,106.8647,21.61,86,23,5.35
353,Vagay,RU,2022-03-25 15:39:57,57.9375,69.0217,19.2,82,47,11.95
354,Lagoa,PT,2022-03-25 15:39:57,39.05,-27.9833,58.93,91,100,35.59
355,Vaitape,PF,2022-03-25 15:39:57,-16.5167,-151.75,81.97,71,96,12.75
356,Kota Kinabalu,MY,2022-03-25 15:39:58,5.9749,116.0724,80.58,89,20,3.44
357,Kensington,AU,2022-03-25 15:39:58,-33.9167,151.2167,68.7,89,75,8.05
358,Isangel,VU,2022-03-25 15:39:59,-19.55,169.2667,77.7,81,74,9.6
359,Rabaul,PG,2022-03-25 15:39:59,-4.1967,152.1721,81.09,76,99,5.48
360,Havre,FR,2022-03-25 15:40:00,49.5833,0.3333,64.8,59,0,16.11
361,Kutum,SD,2022-03-25 15:41:00,14.2,24.6667,78.51,11,87,15.61
362,Panaba,MX,2022-03-25 15:41:00,21.2833,-88.2667,78.35,37,8,16.13
363,General Roca,AR,2022-03-25 15:41:01,-39.0333,-67.5833,69.31,26,0,4.81
364,Talcahuano,CL,2022-03-25 15:41:01,-36.7167,-73.1167,64.08,55,0,10.36
365,Kijang,KR,2022-03-25 15:41:02,35.2442,129.2139,58.73,90,100,17.0
366,Redmond,US,2022-03-25 15:38:44,47.674,-122.1215,48.52,86,100,1.01
367,Marsh Harbour,BS,2022-03-25 15:41:02,26.5412,-77.0636,75.09,84,100,15.82
368,Maraba,BR,2022-03-25 15:41:03,-5.3686,-49.1178,86.18,84,75,4.61
369,Norsup,VU,2022-03-25 15:41:03,-16.0667,167.3833,79.32,85,100,3.33
370,Carahue,CL,2022-03-25 15:41:04,-38.7,-73.1667,67.96,41,8,3.69
371,Lakes Entrance,AU,2022-03-25 15:41:04,-37.8811,147.981,49.15,92,6,3.13
372,Novyye Burasy,RU,2022-03-25 15:41:04,52.1324,46.0714,33.1,90,100,3.44
373,Cape Canaveral,US,2022-03-25 15:41:05,28.4058,-80.6048,72.01,54,20,14.97
374,Mughal Sarai,IN,2022-03-25 15:41:05,25.3,83.1167,86.07,12,4,8.05
375,Kloulklubed,PW,2022-03-25 15:38:42,7.0419,134.2556,77.5,91,100,8.39
376,Klyuchi,RU,2022-03-25 15:41:06,52.2667,79.1667,25.29,90,97,12.91
377,Tenango,MX,2022-03-25 15:41:07,18.65,-98.1833,74.19,37,39,4.85
378,Lukovetskiy,RU,2022-03-25 15:41:07,64.2956,41.9211,23.45,77,100,7.11
379,Rio Grande,BR,2022-03-25 15:36:37,-32.035,-52.0986,73.51,49,2,21.47
380,Mayo,US,2022-03-25 15:41:08,38.8876,-76.5119,61.5,50,0,10.0
381,Mopipi,BW,2022-03-25 15:41:08,-21.1833,24.8833,76.57,55,100,5.37
382,Vestmanna,FO,2022-03-25 15:41:08,62.1564,-7.1664,40.12,93,100,19.57
383,Whitehorse,CA,2022-03-25 15:40:15,60.7161,-135.0538,30.97,60,75,8.05
384,Wake Forest,US,2022-03-25 15:41:09,35.9799,-78.5097,66.83,40,75,4.0
385,Acajutla,SV,2022-03-25 15:41:09,13.5928,-89.8275,88.65,46,88,4.23
386,Domoni,KM,2022-03-25 15:41:10,-12.2569,44.5319,81.61,82,100,4.99
387,Mogapi,BW,2022-03-25 15:41:10,-22.323,27.8349,70.23,74,100,15.3
388,Pangody,RU,2022-03-25 15:41:11,65.85,74.4859,17.6,95,100,19.08
389,Yhu,PY,2022-03-25 15:41:11,-25.05,-55.9167,63.64,59,99,5.08
390,Esperance,AU,2022-03-25 15:41:12,-33.8667,121.9,66.04,66,63,17.13
391,Moron,AR,2022-03-25 15:41:12,-34.6534,-58.6198,65.01,94,100,14.03
392,Nicoya,CR,2022-03-25 15:41:13,10.1483,-85.452,90.48,38,34,16.24
393,Nome,US,2022-03-25 15:41:13,64.5011,-165.4064,16.11,79,100,0.0
394,Aktas,KZ,2022-03-25 15:41:13,49.7789,72.9608,26.35,95,42,7.74
395,Tay Ninh,VN,2022-03-25 15:41:14,11.3,106.1,82.58,69,9,8.99
396,Komsomolskiy,UZ,2022-03-25 15:41:14,40.4272,71.7189,52.52,66,100,0.0
397,Motygino,RU,2022-03-25 15:41:15,58.1831,94.7592,4.24,99,60,2.35
398,Fairbanks,US,2022-03-25 15:38:23,64.8378,-147.7164,19.4,66,0,8.05
399,Churapcha,RU,2022-03-25 15:41:15,62.0025,132.4325,-3.24,100,98,3.18
400,Sangar,RU,2022-03-25 15:41:16,63.9242,127.4739,-5.21,100,62,1.86
401,Hualmay,PE,2022-03-25 15:41:16,-11.0964,-77.6139,74.82,72,90,7.52
402,Voh,NC,2022-03-25 15:41:17,-20.9667,164.7,74.57,90,91,4.18
403,Saint-Francois,FR,2022-03-25 15:41:17,46.4154,3.9054,67.44,28,0,9.22
404,Narasannapeta,IN,2022-03-25 15:41:17,18.4167,84.05,79.74,87,68,10.11
405,Qaqortoq,GL,2022-03-25 15:41:18,60.7167,-46.0333,32.95,52,40,1.5
406,Bodaybo,RU,2022-03-25 15:41:19,57.8506,114.1933,11.97,95,100,0.67
407,Camacha,PT,2022-03-25 15:41:19,33.0833,-16.3333,62.02,63,40,11.5
408,Kanker,IN,2022-03-25 15:41:20,20.2719,81.4931,84.94,31,94,2.08
409,Dong Hoi,VN,2022-03-25 15:42:20,17.4833,106.6,79.41,80,85,4.83
410,Falmouth,GB,2022-03-25 15:42:21,50.1544,-5.0711,63.5,51,1,17.27
411,Koulikoro,ML,2022-03-25 15:42:21,14.0,-7.75,101.5,18,57,3.67
412,Prince Rupert,CA,2022-03-25 15:38:54,54.3161,-130.3201,42.89,70,100,31.07
413,Ushtobe,KZ,2022-03-25 15:42:22,45.2514,77.9838,40.35,60,0,8.48
414,Gorontalo,ID,2022-03-25 15:42:22,0.5412,123.0595,75.72,90,100,2.33
415,Puri,IN,2022-03-25 15:42:22,19.8,85.85,81.12,86,17,23.4
416,Santander,ES,2022-03-25 15:40:10,43.4647,-3.8044,64.71,70,20,17.0
417,Ngunguru,NZ,2022-03-25 15:42:23,-35.6167,174.5,64.67,79,51,15.41
418,Puerto Madero,MX,2022-03-25 15:42:24,14.7208,-92.4215,84.87,57,100,4.81
419,Gwanda,ZW,2022-03-25 15:42:24,-20.9333,29.0,79.65,43,94,2.95
420,Gazanjyk,TM,2022-03-25 15:42:25,39.2446,55.5154,49.26,67,45,19.35
421,Goure,NE,2022-03-25 15:42:25,13.9835,10.2704,94.01,8,7,17.65
422,Margate,GB,2022-03-25 15:42:25,51.3813,1.3862,54.7,69,9,5.01
423,Ati,TD,2022-03-25 15:42:26,13.2154,18.3353,97.88,8,22,11.65
424,Aksu,CN,2022-03-25 15:42:26,41.1231,80.2644,46.76,56,89,5.61
425,San Buenaventura,MX,2022-03-25 15:42:27,27.0833,-101.5333,75.47,8,0,1.88
426,Fare,PF,2022-03-25 15:42:27,-16.7,-151.0167,81.18,73,95,13.06
427,Nova Olimpia,BR,2022-03-25 15:42:28,-14.7972,-57.2881,87.94,63,91,3.18
428,Santiago De Cao,PE,2022-03-25 15:42:28,-7.9589,-79.2392,69.93,83,88,8.05
429,Kupino,RU,2022-03-25 15:42:28,54.3663,77.2981,30.97,92,100,20.31
430,Amuntai,ID,2022-03-25 15:42:29,-2.4177,115.2494,75.61,96,92,1.05
431,Havelock,US,2022-03-25 15:42:30,34.8791,-76.9013,63.99,70,20,16.11
432,Burnie,AU,2022-03-25 15:42:31,-41.0667,145.9167,58.28,86,4,8.19
433,Alice Springs,AU,2022-03-25 15:40:10,-23.7,133.8833,69.35,32,8,8.05
434,Andrychow,PL,2022-03-25 15:42:32,49.855,19.3383,59.72,53,2,2.13
435,Puerto Del Rosario,ES,2022-03-25 15:42:32,28.5004,-13.8627,73.15,46,75,14.97
436,Shelburne,CA,2022-03-25 15:42:33,44.0787,-80.2041,35.91,96,100,13.33
437,Davila,PH,2022-03-25 15:42:37,18.4726,120.5763,78.78,79,2,4.07
438,Alofi,NU,2022-03-25 15:42:38,-19.0595,-169.9187,76.89,88,96,8.05
439,Espeland,NO,2022-03-25 15:42:38,60.3833,5.4667,47.44,94,75,8.05
440,Palora,EC,2022-03-25 15:42:39,-1.7,-77.9333,73.51,82,75,2.39
441,Haikou,CN,2022-03-25 15:42:39,20.0458,110.3417,80.73,83,0,8.95
442,Walvis Bay,NA,2022-03-25 15:42:39,-22.9575,14.5053,72.55,60,41,12.66
443,Mehran,IR,2022-03-25 15:42:40,33.1222,46.1646,64.27,23,65,11.54
444,Kearney,US,2022-03-25 15:42:40,40.6995,-99.0815,40.91,36,100,20.71
445,Tianpeng,CN,2022-03-25 15:42:41,30.9866,103.9393,57.67,82,100,8.32
446,Kansanshi,ZM,2022-03-25 15:42:41,-12.0951,26.4273,69.66,87,89,1.03
447,Kruisfontein,ZA,2022-03-25 15:42:41,-34.0033,24.7314,61.88,76,100,3.89
448,Padang,ID,2022-03-25 15:42:42,-0.9492,100.3543,78.31,78,23,2.93
449,Katsuura,JP,2022-03-25 15:42:42,35.1333,140.3,59.4,75,100,18.16
450,Stornoway,GB,2022-03-25 15:40:53,58.2093,-6.3865,55.36,69,75,10.36
451,Maragogi,BR,2022-03-25 15:42:43,-9.0122,-35.2225,82.63,74,98,11.07
452,Armacao De Pera,PT,2022-03-25 15:42:44,37.1026,-8.357,62.1,76,87,12.15
453,Praia Da Vitoria,PT,2022-03-25 15:42:44,38.7333,-27.0667,61.05,94,75,28.52
454,Yuzhno-Kurilsk,RU,2022-03-25 15:42:44,44.0306,145.8556,32.13,91,92,10.38
455,Westport,US,2022-03-25 15:43:45,41.1415,-73.3579,57.15,86,99,1.99
456,Yokadouma,CM,2022-03-25 15:43:46,3.5167,15.05,77.65,66,100,1.03
457,Kazanka,UA,2022-03-25 15:43:46,47.8462,32.8218,47.16,44,78,6.33
458,Zaysan,KZ,2022-03-25 15:43:47,47.4667,84.8667,20.88,75,31,5.84
459,Puerto Escondido,MX,2022-03-25 15:43:47,15.85,-97.0667,83.23,83,0,8.05
460,Maarianhamina,AX,2022-03-25 15:43:48,60.0973,19.9348,55.26,41,0,11.5
461,Trinidad,BO,2022-03-25 15:43:48,-14.8333,-64.9,82.38,78,75,0.0
462,Manggar,ID,2022-03-25 15:43:48,-2.8833,108.2667,81.07,74,87,0.69
463,Togur,RU,2022-03-25 15:43:49,58.3631,82.8265,26.87,90,100,18.84
464,Port Pirie,AU,2022-03-25 15:43:49,-33.1833,138.0167,64.49,44,0,6.62
465,Luba,GQ,2022-03-25 15:43:50,3.4568,8.5547,84.09,78,88,10.42
466,Kirensk,RU,2022-03-25 15:43:50,57.7853,108.1119,3.2,98,61,1.23
467,Kaitangata,NZ,2022-03-25 15:43:51,-46.2817,169.8464,53.71,93,85,5.82
468,Vung Tau,VN,2022-03-25 15:43:51,10.346,107.0843,81.61,79,0,8.63
469,Baker,US,2022-03-25 15:43:52,30.5882,-91.1682,67.95,62,0,9.98
470,Akcakoca,TR,2022-03-25 15:43:52,41.0866,31.1162,42.46,86,99,2.75
471,Hellin,ES,2022-03-25 15:43:53,38.5106,-1.701,51.31,82,100,20.89
472,Pahrump,US,2022-03-25 15:43:53,36.2083,-115.9839,57.25,14,4,5.35
473,Axim,GH,2022-03-25 15:43:54,4.8699,-2.2405,86.14,67,64,9.48
474,Gull Lake,CA,2022-03-25 15:43:54,50.1001,-108.4847,32.83,67,53,4.56
475,Tisau,RO,2022-03-25 15:43:55,45.1667,26.5167,51.06,40,86,11.95
476,Luderitz,NA,2022-03-25 15:43:55,-26.6481,15.1594,68.47,67,0,20.2
477,Yarim,YE,2022-03-25 15:43:56,14.298,44.3779,61.68,53,21,2.55
478,Mosjoen,NO,2022-03-25 15:41:55,65.836,13.1908,39.42,80,75,5.01
479,Vardo,NO,2022-03-25 15:43:57,70.3705,31.1107,24.78,86,40,13.8
480,Saint Augustine,US,2022-03-25 15:43:57,29.8947,-81.3145,71.1,54,0,12.66
481,Erdenet,MN,2022-03-25 15:43:58,49.0333,104.0833,19.09,35,41,2.84
482,Ciudad Bolivar,VE,2022-03-25 15:43:28,8.1222,-63.5497,88.74,48,78,11.68
483,Salisbury,GB,2022-03-25 15:39:48,51.0693,-1.7957,62.69,42,0,12.66
484,Cayce,US,2022-03-25 15:39:29,33.9657,-81.074,70.54,34,0,6.91
485,Mongu,ZM,2022-03-25 15:43:59,-15.2484,23.1274,76.73,67,82,2.91
486,Kluang,MY,2022-03-25 15:43:59,2.0251,103.3328,75.94,93,56,4.07
487,Cururupu,BR,2022-03-25 15:43:59,-1.8283,-44.8683,86.45,64,27,4.61
488,Namibe,AO,2022-03-25 15:44:00,-15.1961,12.1522,77.86,69,49,15.23
489,Katobu,ID,2022-03-25 15:44:00,-4.9408,122.5276,75.58,91,61,0.51
490,Lyubinskiy,RU,2022-03-25 15:44:01,55.1542,72.6925,29.88,90,100,18.39
491,Pasighat,IN,2022-03-25 15:44:04,28.0667,95.3333,73.31,54,96,3.67
492,Baracoa,CU,2022-03-25 15:44:04,20.3467,-74.4958,85.24,55,63,4.05
493,Paamiut,GL,2022-03-25 15:44:05,61.994,-49.6678,25.97,66,2,11.9
494,Kurumkan,RU,2022-03-25 15:44:05,54.3,110.3,10.62,84,93,6.06
495,Billings,US,2022-03-25 15:43:31,45.7833,-108.5007,39.51,51,40,5.75
496,Mount Gambier,AU,2022-03-25 15:44:06,-37.8333,140.7667,48.11,100,75,1.14
497,Faya,SA,2022-03-25 15:44:07,18.3851,42.4509,69.91,53,5,7.38
498,Amot,NO,2022-03-25 15:44:07,59.5714,7.9877,40.21,99,100,4.25
499,Ostrovnoy,RU,2022-03-25 15:44:07,68.0531,39.5131,22.12,75,100,4.59
500,La Ronge,CA,2022-03-25 15:44:08,55.1001,-105.2842,3.45,55,0,14.97
501,Gonbad-E Qabus,IR,2022-03-25 15:44:08,37.25,55.1672,50.95,71,99,4.43
502,Tabas,IR,2022-03-25 15:45:09,33.5959,56.9244,75.07,12,83,10.0
503,Litovko,RU,2022-03-25 15:45:09,49.2361,135.1742,17.1,96,75,3.0
504,Terrace,CA,2022-03-25 15:45:10,54.5163,-128.6035,39.11,87,75,5.75
505,San Joaquin,US,2022-03-25 15:45:10,37.9333,-121.3011,55.54,51,66,4.23
506,Kahului,US,2022-03-25 15:45:11,20.8947,-156.47,73.42,68,75,13.8
507,Innisfail,AU,2022-03-25 15:45:11,-17.5333,146.0333,74.23,93,100,3.89
508,Bichura,RU,2022-03-25 15:45:12,50.5881,107.6022,10.94,84,64,2.68
509,San Quintin,MX,2022-03-25 15:45:12,30.4833,-115.95,65.55,66,100,6.53
510,Mokhsogollokh,RU,2022-03-25 15:45:12,61.4681,128.9203,1.49,100,99,1.07
511,Constantine,DZ,2022-03-25 15:44:29,36.365,6.6147,62.01,41,75,13.8
512,Ulaangom,MN,2022-03-25 15:45:13,49.9811,92.0667,7.38,62,6,7.65
513,Clinton,US,2022-03-25 15:41:42,42.587,-82.9199,42.22,81,100,10.36
514,Nokaneng,BW,2022-03-25 15:45:14,-19.6667,22.2667,77.16,59,45,1.97
515,Esil,KZ,2022-03-25 15:45:14,51.9556,66.4042,30.18,89,100,10.13
516,Vao,NC,2022-03-25 15:45:15,-22.6667,167.4833,76.55,72,81,14.2
517,Vozdvizhenka,RU,2022-03-25 15:45:15,43.9,131.95,40.05,94,100,6.98
518,Gat,IL,2022-03-25 15:45:16,31.61,34.7642,57.88,100,32,8.79
519,Redcliffe,AU,2022-03-25 15:45:16,-27.2307,153.0973,69.89,88,75,6.91
520,Acarau,BR,2022-03-25 15:40:39,-2.8856,-40.12,83.16,73,29,8.52
521,Mazamitla,MX,2022-03-25 15:45:17,19.9167,-103.0333,67.95,15,0,2.93
522,Portland,US,2022-03-25 15:40:32,45.5234,-122.6762,51.64,85,75,10.36
523,Yelan,RU,2022-03-25 15:45:17,50.949,43.7378,29.03,95,0,3.47
524,Pingliang,CN,2022-03-25 15:45:18,35.5392,106.6861,43.41,35,98,9.06
525,Lewiston,US,2022-03-25 15:45:18,44.1003,-70.2148,43.14,89,100,6.91
526,Opuwo,NA,2022-03-25 15:45:18,-18.0607,13.84,83.28,22,7,12.08
527,Gondar,ET,2022-03-25 15:45:19,12.6,37.4667,73.85,17,54,14.2
528,Henties Bay,NA,2022-03-25 15:45:19,-22.116,14.2845,64.24,86,39,9.44
529,Sungairaya,ID,2022-03-25 15:45:20,0.7,108.9,80.33,82,100,3.09
530,Nanortalik,GL,2022-03-25 15:45:20,60.1432,-45.2371,31.8,63,98,1.9
531,Conde,BR,2022-03-25 15:45:21,-7.2597,-34.9075,87.26,58,40,11.5
532,Soure,BR,2022-03-25 15:45:21,-0.7167,-48.5233,81.55,75,81,5.55
533,Patterson,US,2022-03-25 15:41:25,37.4716,-121.1297,53.98,47,89,4.21
534,Havoysund,NO,2022-03-25 15:45:22,70.9963,24.6622,26.83,59,100,15.14
535,Bulawayo,ZW,2022-03-25 15:45:22,-20.15,28.5833,71.62,63,83,3.87
536,Usinsk,RU,2022-03-25 15:45:23,65.9939,57.5281,19.44,94,100,19.73
537,Yuzhne,UA,2022-03-25 15:45:23,46.6221,31.1013,46.87,51,61,5.97
538,Ilhabela,BR,2022-03-25 15:43:01,-23.7781,-45.3581,88.34,59,31,5.19
539,Pacific Grove,US,2022-03-25 15:41:04,36.6177,-121.9166,50.43,97,100,3.44
540,Zeya,RU,2022-03-25 15:45:24,53.75,127.2667,17.94,90,100,4.34
541,Namatanai,PG,2022-03-25 15:45:24,-3.6667,152.4333,79.97,77,93,5.66
542,Aklera,IN,2022-03-25 15:45:24,24.4167,76.5667,89.04,16,68,6.15
543,Kavieng,PG,2022-03-25 15:45:25,-2.5744,150.7967,81.52,77,100,8.52
544,Trelew,AR,2022-03-25 15:40:39,-43.249,-65.3051,64.56,38,0,4.18
545,Jinka,ET,2022-03-25 15:45:25,5.65,36.65,64.96,85,95,4.81
546,Muros,ES,2022-03-25 15:45:26,42.7762,-9.0603,65.68,74,97,3.11
547,Lovozero,RU,2022-03-25 15:45:26,68.005,35.0117,17.56,92,100,5.57
548,Shanghai,CN,2022-03-25 15:46:25,31.2222,121.4581,64.27,80,75,13.42
549,Chara,RU,2022-03-25 15:46:27,56.9064,118.2631,6.15,83,100,2.15
550,Piranhas,BR,2022-03-25 15:46:27,-16.4269,-51.8222,85.84,62,82,5.5
551,Sobolevo,RU,2022-03-25 15:46:28,54.4299,31.8996,35.26,100,100,6.13
552,Matai,TZ,2022-03-25 15:46:28,-8.3,31.5167,63.27,92,17,1.83
553,Sorong,ID,2022-03-25 15:46:29,-0.8833,131.25,79.32,77,100,3.51
554,Esmeraldas,BR,2022-03-25 15:46:29,-19.7625,-44.3139,87.91,52,4,4.83
555,Lake City,US,2022-03-25 15:46:08,30.1897,-82.6393,70.63,55,0,18.41
556,Cabo San Lucas,MX,2022-03-25 15:42:28,22.8909,-109.9124,76.05,55,93,2.57
